t_int_k,log_g_cgs,mass_mjup,req_rjup,age_myr,metallicity_solar_dex,f070w_jy_10pc,f090w_jy_10pc,f115w_jy_10pc,f140m_jy_10pc,f150w_jy_10pc,f150w2_jy_10pc,f162m_jy_10pc,f164n_jy_10pc,f182m_jy_10pc,f187n_jy_10pc,f200w_jy_10pc,f210m_jy_10pc,f212n_jy_10pc,f250m_jy_10pc,f277w_jy_10pc,f300m_jy_10pc,f322w2_jy_10pc,f323n_jy_10pc,f335m_jy_10pc,f356w_jy_10pc,f360m_jy_10pc,f405n_jy_10pc,f410m_jy_10pc,f430m_jy_10pc,f444w_jy_10pc,f460m_jy_10pc,f466n_jy_10pc,f470n_jy_10pc,f480m_jy_10pc,f560w_jy_10pc,f770w_jy_10pc,f1000w_jy_10pc,f1065c_jy_10pc,f1130w_jy_10pc,f1140c_jy_10pc,f1280w_jy_10pc,f1500w_jy_10pc,f1550c_jy_10pc,f1800w_jy_10pc,f2100w_jy_10pc,f2300c_jy_10pc,f2550w_jy_10pc
250.0,5.0,28.40997675759214,0.8339603032507134,72443.59600749891,-0.5,3.165191567226264e-09,6.555412123991005e-08,1.4200381105421526e-09,2.835306411760688e-10,7.161434102129018e-09,4.4320025337084954e-09,1.5527445014329968e-08,8.331054969176099e-10,2.3232716878486315e-10,7.356987192561595e-12,7.559620603389198e-11,4.850650679999724e-12,1.9683394644420494e-12,9.580760857350206e-11,5.106225616299575e-09,1.5300301891434704e-08,7.732145183275424e-07,3.2493762361876114e-11,1.153718880828591e-08,1.3381352151540201e-06,7.903145908644705e-07,1.1912420080273745e-05,1.6405897731995383e-05,3.176874070649771e-05,2.3189960025050546e-05,3.0718499642344635e-05,2.6037542989387355e-05,2.658887730705085e-05,1.9368678929189007e-05,1.7278259805078634e-06,2.665630813465125e-06,2.4266100950824164e-06,2.3872615323414858e-06,5.5552038481374076e-06,5.680675741067723e-06,8.285142834779578e-06,1.0678247925390987e-05,1.0230573974866686e-05,1.3667843582393496e-05,2.0192960697981188e-05,2.223821885615871e-05,2.1448651854918003e-05
275.0,5.0,28.65091682596405,0.8378527667431321,57676.64633922497,-0.5,3.7239170625456833e-09,1.1614486138403433e-07,5.776968506969279e-09,1.0732477829171993e-09,2.1787128757202565e-08,1.3010680136328486e-08,4.706520991281341e-08,3.6425036866476337e-09,9.238468875379465e-10,4.4771330417636256e-11,3.096706174170776e-10,4.10676639874822e-11,2.145853159884371e-11,3.9291625861305563e-10,1.4190575216890947e-08,4.210173564456219e-08,1.4557942510066464e-06,1.7672581778419408e-10,3.064784905370026e-08,2.557407885826771e-06,1.6387020612846334e-06,2.05305223927947e-05,2.6730064086633132e-05,4.855120352422795e-05,3.605786430216422e-05,4.645152752227495e-05,3.9427568959559066e-05,4.056019179899141e-05,3.026913428101304e-05,2.912728464834986e-06,3.9664318794685794e-06,4.484355146389664e-06,4.225713024244244e-06,9.552125065089955e-06,9.799411610955949e-06,1.2965820353826294e-05,1.662646796893536e-05,1.5951443869276018e-05,1.999861869632743e-05,2.7120644127071757e-05,2.881376434839701e-05,2.6896761995649895e-05
300.0,5.0,28.891856894335962,0.8417452302355508,46025.65735813563,-0.5,4.233504249077904e-09,1.9638124092982855e-07,2.073003331289365e-08,3.457801035323065e-09,5.814334323084469e-08,3.4817693670553486e-08,1.25054694614453e-07,1.332600586277574e-08,3.1282395322577445e-09,2.2573557110214442e-10,1.1033162127669817e-09,2.615170448138004e-10,1.6576773368488788e-10,1.4504407743049986e-09,3.497035169434597e-08,1.0240001022367015e-07,2.539218069886714e-06,7.78394932626728e-10,7.199461274408399e-08,4.513360253409562e-06,3.095993213309173e-06,3.322767852110755e-05,4.12667246322936e-05,7.064802086156542e-05,5.343182400873481e-05,6.71274268517048e-05,5.7121552162304246e-05,5.9047294040698696e-05,4.5081670454146015e-05,4.7217175031087875e-06,5.7332383865384035e-06,7.5422339584757014e-06,6.79203632617184e-06,1.51670109391634e-05,1.5599116444075445e-05,1.89932812821848e-05,2.4182433379304103e-05,2.322736796357108e-05,2.7548629609524687e-05,3.4522322076905686e-05,3.543235348783844e-05,3.1996317673183504e-05
325.0,5.0,29.13279696270787,0.8446645778548649,36728.23004980842,-0.5,4.759923796672497e-09,3.193007951074662e-07,6.629793476706683e-08,9.799411610955934e-09,1.39797691532278e-07,8.697611401030062e-08,2.99157572153086e-07,4.184080195674281e-08,9.244852788265368e-09,9.514807363517585e-10,3.5172237737870335e-09,1.324646511212675e-09,9.758880500302893e-10,4.774193311370772e-09,7.810880616710574e-08,2.2506087344336004e-07,4.157191206752178e-06,2.9053603143031436e-09,1.5346169827992945e-07,7.450750146362513e-06,5.4175134723134665e-06,5.095654806081142e-05,6.0855523118081614e-05,9.867337887185617e-05,7.59976214361038e-05,9.334692152830844e-05,7.967095078086483e-05,8.260379495771784e-05,6.440209571356518e-05,7.351906920715667e-06,8.104010592399337e-06,1.1833139924744609e-05,1.0171851236832146e-05,2.2693422563550602e-05,2.3382987634799143e-05,2.6503302897271135e-05,3.3465706661967975e-05,3.215881223604493e-05,3.6383125123993876e-05,4.243263484275835e-05,4.217936138166557e-05,3.6991334567034855e-05
350.0,5.0,29.37373703107978,0.8485570413472836,29376.496519615306,-0.5,5.240829125640294e-09,5.006105525288206e-07,1.8975795877208504e-07,2.4854212089533686e-08,3.0591445594864056e-07,2.0346981958505075e-07,6.507287577548793e-07,1.1510654010359685e-07,2.4305244822203017e-08,3.317416496945389e-09,1.0127447488145315e-08,5.3851772199752895e-09,4.461696245809641e-09,1.3708817661648514e-08,1.5841634902063746e-07,4.479195312542834e-07,6.432799272608499e-06,9.268298233793493e-09,2.9860701078165276e-07,1.1598451211901675e-05,8.843007635355157e-06,7.457615702069885e-05,8.61787122040413e-05,0.000133168037626998,0.00010430376855048377,0.00012557407854019593,0.0001074484116644555,0.00011158350522886683,8.855233145028542e-05,1.091189051955203e-05,1.117377700761696e-05,1.7680722177343212e-05,1.4554590805819665e-05,3.24339617349349e-05,3.347341331292354e-05,3.5694392919884645e-05,4.47095192463044e-05,4.30328391305777e-05,4.676274536892873e-05,5.093308710571953e-05,4.920395356814509e-05,4.2150234972104465e-05
375.0,5.0,29.61467709945169,0.8514763889665976,23550.49283896009,-0.5,5.757049982493286e-09,7.585775750291837e-07,4.880901012475763e-07,5.721369546523274e-08,6.137620051647937e-07,4.4555364406730047e-07,1.2971792709839556e-06,2.8222793621181084e-07,5.7689928406928444e-08,9.770122296741542e-09,2.639976129354807e-08,1.7901935992650067e-08,1.625548755750485e-08,3.4411214439609066e-08,2.946456270865044e-07,8.156427871327878e-07,9.473271845042506e-06,2.556230427112545e-08,5.350569381731372e-07,1.714746795790128e-05,1.3576880641390924e-05,0.00010476108796203625,0.00011776059735208064,0.00017434118758257068,0.00013870751779668182,0.00016409675764496266,0.0001407343138318349,0.00014625138919577865,0.00011770637907805699,1.5516722739072344e-05,1.5086899592499603e-05,2.5456576639294824e-05,2.02022620415876e-05,4.461696245809645e-05,4.6078676869027145e-05,4.670893874825567e-05,5.7929529339817713e-05,5.589848017438497e-05,5.878953159960766e-05,6.003437587325645e-05,5.658482798597851e-05,4.7697981411922115e-05
400.0,5.0,29.855617167823603,0.8553688524590165,18879.913490962925,-0.5,6.2805835881331715e-09,1.1142945335917296e-06,1.1347494998601088e-06,1.2078138351067803e-07,1.1384134023961318e-06,9.122208617910441e-07,2.388911163883678e-06,6.257487633544405e-07,1.2659017493002446e-07,2.569803995402266e-08,6.363557900409429e-08,5.145173213816577e-08,5.021113054699532e-08,7.841515405281217e-08,5.174876622934801e-07,1.3973332713775374e-06,1.3436928307506531e-05,6.254606617424872e-08,9.044821490475904e-07,2.4383722096838257e-05,1.9929665061647184e-05,0.00014236394038164883,0.00015627877560300121,0.00022263836295529068,0.000179845675747694,0.00020965247802919598,0.00018026026284757334,0.00018736997549896579,0.00015265112173588714,2.1478304741305334e-05,2.0058571459359498e-05,3.52370871042487e-05,2.710815748427231e-05,5.9047294040698696e-05,6.102390566446631e-05,5.934716805530554e-05,7.259387846070235e-05,7.014552984199709e-05,7.197803728026996e-05,6.959851927647893e-05,6.431318236354516e-05,5.366609560460733e-05
425.0,5.0,30.09655723619551,0.8582882000783305,15135.612484362071,-0.5,6.790472582051874e-09,1.5988215745080975e-06,2.415460834444942e-06,2.369190595277641e-07,1.9765144784340343e-06,1.7575188836859628e-06,4.114338313870809e-06,1.2670682249985481e-06,2.5733567644261086e-07,6.10801366500168e-08,1.4210193769960058e-07,1.3158306550959203e-07,1.3626991969948686e-07,1.6569141239736638e-07,8.669618757582164e-07,2.275097430772071e-06,1.8416199035246727e-05,1.3899526312133533e-07,1.4601584968117869e-06,3.3450298682601364e-05,2.8093121663317747e-05,0.00018758581737992846,0.000201697260703311,0.0002776514846105512,0.0002275621351631296,0.00026187859365475584,0.0002257355711021447,0.00023463889244641303,0.00019324132203810425,2.9040226544644538e-05,2.63026799189538e-05,4.722804843922317e-05,3.538343568147225e-05,7.57704732865862e-05,7.832492721912538e-05,7.362070974947362e-05,8.851156098308348e-05,8.550667128846828e-05,8.613903457724281e-05,7.957927898970927e-05,7.241024217924132e-05,6.008969504834862e-05
450.0,5.0,30.33749730456742,0.8621806635707492,12246.161992650465,-0.5,7.31981323199806e-09,2.242848815869283e-06,4.733692033483013e-06,4.347103696062096e-07,3.242649439899697e-06,3.190068435975212e-06,6.6895976863160896e-06,2.364285942401742e-06,4.888774438941444e-07,1.3252566739590978e-07,2.945777902339458e-07,3.0150880540378824e-07,3.2771777680517195e-07,3.2419028782278745e-07,1.3883533099290465e-06,3.5318316979195727e-06,2.4496272244243968e-05,2.81578829971031e-07,2.2532013356294816e-06,4.448360748898117e-05,3.8220819974268216e-05,0.00024043628000069327,0.0002539218069886715,0.0003390783022519264,0.000281708531676939,0.00032077462061340747,0.00027726815976123956,0.00028813764348396994,0.0002394969571502182,3.8317750036138435e-05,3.380648362059814e-05,6.136206975096894e-05,4.4967630117690744e-05,9.438435232605151e-05,9.758880500302895e-05,8.926886232467881e-05,0.00010526887943825035,0.00010153131241457614,0.00010085559596191055,8.970156084148145e-05,8.063062013547286e-05,6.67421203858477e-05
475.0,5.0,30.57843737293933,0.8651000111900633,9931.160484209335,-0.5,7.903145908644716e-09,3.0796403415023924e-06,8.615887110661417e-06,7.512768385722689e-07,5.072242398926509e-06,5.476461009618948e-06,1.0363346044310422e-05,4.102985668470056e-06,8.721677022030951e-07,2.653994386822901e-07,5.696393733411836e-07,6.290714855478361e-07,7.112135136533289e-07,5.926523352402162e-07,2.1359938601897965e-06,5.256540320069866e-06,3.171757679067705e-05,5.262595620803184e-07,3.340411729545727e-06,5.7517499846194415e-05,5.038485348423043e-05,0.0003005384207663383,0.00031260793671239543,0.0004060691533656347,0.00034182199141765773,0.00038565591789139315,0.000334502986826014,0.00034737615197265266,0.00029113874126187526,4.938556196176074e-05,4.259905843322045e-05,7.760683997011052e-05,5.5847019473683045e-05,0.00011465684838752917,0.00011854957462545455,0.00010619400497822234,0.00012263092383087392,0.00011800488880689662,0.00011585105685247271,9.988493699365056e-05,8.889963953045431e-05,7.351906920715662e-05
500.0,5.0,30.79842613101803,0.8689924746824821,8165.823713585939,-0.5,8.576300705241576e-09,4.143811582642788e-06,1.4675739694005796e-05,1.2311189039637793e-06,7.627812340691614e-06,8.928941960649833e-06,1.5427657898057592e-05,6.688057526849242e-06,1.4699413265138473e-06,4.94766173681676e-07,1.0334750585252094e-06,1.20976217075027e-06,1.4128628308606347e-06,1.0204694319421986e-06,3.1724880873508828e-06,7.543970821979909e-06,4.0114372220876675e-05,9.170647491149327e-07,4.779692969796095e-06,7.256045544075053e-05,6.463979939995338e-05,0.0003675360977714797,0.0003771377450113976,0.00047807936614911874,0.0004073802778041129,0.0004560369159512962,0.0003968258909509118,0.00041181295051385264,0.00034769624461781297,6.233041235019446e-05,5.265019693769157e-05,9.5807608573502e-05,6.792036326171848e-05,0.00013630130062078263,0.00014092887984218754,0.00012419382415199213,0.00014028137045619593,0.00013458603540559492,0.0001308880507424497,0.00010995120668793495,9.707334611535081e-05,8.029712576698626e-05
525.0,5.0,31.007939233950125,0.871911822301796,6839.116472814306,-0.5,9.212977276685573e-09,5.415019189534893e-06,2.3458487106449494e-05,1.9235345881289997e-06,1.107388476691328e-05,1.3832478377146683e-05,2.2151339841371944e-05,1.0318106352675927e-05,2.3501739060913897e-06,8.647687754802238e-07,1.7672581778419393e-06,2.1667060700117832e-06,2.597765830229424e-06,1.671860357204467e-06,4.568777411858182e-06,1.0480934333628732e-05,4.965923214503357e-05,1.5163519007872877e-06,6.640488057745735e-06,8.949525297652864e-05,8.087233825288442e-05,0.00044035202720265184,0.00044647793411299656,0.0005536049950434,0.00047697981411922124,0.0005301515066784586,0.00046302026586030856,0.0004801755030139798,0.00040813139159697213,7.725026892978105e-05,6.41209576585162e-05,0.00011619836038697965,8.135795056053964e-05,0.00015940428807122189,0.00016477829317987445,0.0001434498174790535,0.00015834341239145762,0.00015146071407034044,0.00014604947494416335,0.00012006045917612551,0.00010531736871297168,8.71966901287074e-05
550.0,5.0,31.19650102658901,0.8738580540480054,5847.9008414448,-0.5,9.896918638691034e-09,6.877015449442098e-06,3.5424195826164913e-05,2.8906798823654767e-06,1.5667510701081486e-05,2.046444636724673e-05,3.098132588484402e-05,1.5265112173588723e-05,3.5966650934614734e-06,1.430210624736566e-06,2.8707805820246908e-06,3.646699688942268e-06,4.467864566912835e-06,2.6145683522105604e-06,6.4002951210837164e-06,1.4157937799570828e-05,6.03809581074428e-05,2.392764738527746e-06,8.98255737729416e-06,0.00010831784223845838,9.906038236706044e-05,0.0005188000389289613,0.0005205950088015487,0.0006324118513762196,0.0005506808828468291,0.0006079949891399823,0.0005328439020411993,0.0005520774392807572,0.0004720630412635905,9.42540455578975e-05,7.707259824155192e-05,0.00013867558288718873,9.611695415159306e-05,0.0001836961270618989,0.00018988908421013645,0.00016379475848349559,0.00017668512984538812,0.00016842245750827039,0.0001611758614132224,0.0001302266893577982,0.00011360566808309078,9.414559401947254e-05
575.0,5.0,31.36411150893469,0.8767774016673194,5128.613839913659,-0.5,1.0631633575037727e-08,8.568405276916073e-06,5.081594425605601e-05,4.186971454370626e-06,2.1612250865714025e-05,2.9033540555153175e-05,4.222795013060562e-05,2.175204034019523e-05,5.314959995066476e-06,2.2714333606565063e-06,4.485387826207937e-06,5.868133696187724e-06,7.311390834834177e-06,3.952755940197274e-06,8.79629933844233e-06,1.8754262912167542e-05,7.244359600749903e-05,3.627438014764579e-06,1.1909677459951864e-05,0.00012924090783552415,0.00011948131671611907,0.0006032537079266128,0.0005995149258481515,0.0007146608638768429,0.0006284923560377515,0.0006896043621637035,0.0006067363295885054,0.0006277691938382175,0.0005400077590665927,0.00011363182976673112,9.153770083623527e-05,0.00016323000728189963,0.0001122018454301964,0.00020917029071028517,0.00021617227843354693,0.00018522516912529744,0.00019516413002858269,0.00018548124400279085,0.00017627876532323974,0.00014037830687072374,0.0001219270313970039,0.0001012045411096541
600.0,5.0,31.531721991280364,0.8787236334135289,4549.88060150048,-0.5,1.1397248040197476e-08,1.0543868963912588e-05,7.004868712316818e-05,5.885725452612013e-06,2.9228060659319282e-05,3.9829054790171716e-05,5.640271374318948e-05,3.010232220663377e-05,7.598012435158513e-06,3.4562090257012603e-06,6.728217155215475e-06,9.003264310597224e-06,1.1368417120933063e-05,5.763681848104125e-06,1.1833139924744609e-05,2.4322040090738162e-05,8.584203408875212e-05,5.365373995198519e-06,1.552387009958083e-05,0.0001521247929008042,0.00014184041720008566,0.0006929469698425561,0.0006828101998468725,0.0007996501075653549,0.0007097411730944608,0.0007739270032780557,0.0006834393809860217,0.0007063175542629621,0.0006108013665001679,0.0001356438162909268,0.0001080936047214326,0.00019045834228945124,0.00013004689876116446,0.0002363197399154016,0.00024411811060548873,0.0002082092405220117,0.00021433840767267633,0.00020309535932282242,0.00019169023950111285,0.00015086899592499592,0.00013058701657935178,0.00010854254493068255
650.0,5.0,31.835515990531903,0.8835892127790523,3647.5394692560726,-0.5,1.3633268876863466e-08,1.5642277998090985e-05,0.000121786738489126,1.0849257074936368e-05,5.087448196446907e-05,6.939049730731628e-05,9.5807608573502e-05,5.393864099044899e-05,1.4411195175201091e-05,7.264404185924763e-06,1.3819744059012961e-05,1.9098532585662372e-05,2.450191336880782e-05,1.1282361216489916e-05,2.0398583002685625e-05,3.908408957924024e-05,0.0001171655673911302,1.0626738654024654e-05,2.5089961794653984e-05,0.00020431488145171677,0.00019306342214162007,0.0008906354963869874,0.0008641716206465493,0.0009799411610955943,0.000884300763535516,0.0009527961640236517,0.0008470323552770225,0.0008731724006178601,0.000762254505406106,0.0001877586698919348,0.00014625138919577865,0.0002508418528252385,0.00016966802323464643,0.00029349452222697926,0.00030283076942657814,0.0002570987706415228,0.00025310457771974366,0.00023861624108794952,0.0002221774612915202,0.00017202834055304357,0.00014811532641485512,0.00012353783896545468
700.0,5.0,32.14978564493004,0.887481676271471,2999.162518987653,-0.5,1.6512012168506345e-08,2.2667310829305377e-05,0.00019382062960749527,1.8437413677717373e-05,8.254675398117303e-05,0.00011148078033638425,0.00015177491558612493,8.922776195878268e-05,2.51883662784174e-05,1.3781611401496123e-05,2.575134990410314e-05,3.633289468501314e-05,4.681661397243647e-05,2.0174370856119252e-05,3.331194570682002e-05,5.986872372480592e-05,0.0001552387009958082,1.8967059212111447e-05,3.83707245492279e-05,0.00026546055619755386,0.0002533378030385354,0.001110964035392709,0.0010641430182243166,0.0011730053691536917,0.0010739894123412445,0.0011441948798169865,0.0010237643446432748,0.001052688794382503,0.0009264031007363993,0.0002516517761614642,0.00019155787029869487,0.0003193743252977174,0.00021473359748208526,0.00035489509744230405,0.000365763193009452,0.00031009873885323464,0.00029288693550290145,0.00027491598965510383,0.0002526387710131898,0.00019364219639466063,0.00016611161476000149,0.00013909131081747306
750.0,5.0,32.4850066096214,0.8923472556369945,2494.5947269429557,-0.5,2.0758692704951987e-08,3.233702035373911e-05,0.0002908037482735317,2.9607381517474303e-05,0.0001268819954215612,0.00016927779760985307,0.00022808672006219556,0.0001393156802945304,4.137137927273519e-05,2.4082412998278254e-05,4.44017410806895e-05,6.34161686271107e-05,8.132049246541533e-05,3.343489779723789e-05,5.180837850719927e-05,8.810488730080138e-05,0.00020090928126087284,3.110999920424554e-05,5.5911352757056e-05,0.00033596961369121415,0.00032262647270756733,0.0013555014921730801,0.0012843991219526469,0.0013807021464220049,0.00127997061670518,0.0013480313738130907,0.0012142273193522558,0.0012450878639160543,0.0011030621940666496,0.0003280952931131191,0.00024411811060548873,0.0003960955834906335,0.00026546055619755386,0.0004210173564456215,0.0004334110703101767,0.00036728230049808467,0.00033411809763304304,0.00031253596436133397,0.00028320440229640946,0.00021577444091526677,0.00018462903509747816,0.00015527445014329984
800.0,5.0,32.83070322945935,0.8972128350025178,2089.2961308540407,-0.5,2.6822546076084896e-08,4.525848373686595e-05,0.00041591061049402195,4.51543921127832e-05,0.00018479916305785235,0.00024513199515434255,0.00032538685178010743,0.00020563640367928516,6.472916429993273e-05,3.9600438961152495e-05,7.231027280500617e-05,0.00010403991770513526,0.00013188639580261134,5.2227591667877134e-05,7.748185327756197e-05,0.00012577664324512535,0.00025527013026612475,4.781894606659082e-05,7.836100548778105e-05,0.00041638972102516386,0.00040169830574623576,0.0016236783504824414,0.001524754767659916,0.0016039838825084186,0.001502449902998914,0.0015649483192248697,0.0014193843093800263,0.0014514430494302608,0.001293599979452424,0.0004184080195674277,0.0003045089066974225,0.00048250298005970965,0.0003230725056892877,0.0004936282430594491,0.0005074578790806496,0.00043003123363054437,0.00037783309865888596,0.00035237087104248707,0.0003144126420258795,0.00023872615323414865,0.00020389191270749746,0.00017234552051091615
850.0,5.0,33.197351159590525,0.9020784143680413,1778.2794100389226,-0.5,3.7016896103323435e-08,6.26325364758223e-05,0.00057557245253511,6.646606990710739e-05,0.0002599560923223933,0.0003433997700425849,0.0004493657830540859,0.00029268468623787857,9.693932693002559e-05,6.151768727098684e-05,0.00011166061101192401,0.0001611758614132224,0.00020127971090730043,7.721470205645135e-05,0.00011127561417305197,0.0001740203348538838,0.00031841975217261246,6.926279294373628e-05,0.00010565741960029289,0.0005058246620031139,0.0004893279240819373,0.0019142559250210855,0.0017844319885403656,0.0018420440010025049,0.0017390016737436533,0.0017893693744453034,0.0016353096517445836,0.001668015185085292,0.001494169957406701,0.0005216749703076014,0.00037196322116195594,0.0005784955199650898,0.00038832915700495496,0.0005730598740537328,0.0005885725452612011,0.0004984252094042601,0.00042403333538501873,0.0003945481396833015,0.00034609872548535287,0.0002623614364295923,0.00022371752187952762,0.00019023919519496954
900.0,5.0,33.56399908972169,0.9069439937335647,1527.56605823807,-0.5,5.561603195975916e-08,8.56248847606355e-05,0.000773570678774939,9.501671247555643e-05,0.00035489509744230405,0.00046741215286715036,0.0006035315805032604,0.0004043896205078196,0.00014008769839545844,9.134820124571926e-05,0.0001651201216850633,0.0002384514677452953,0.00029302184598312765,0.00010921945371850512,0.00015434764233245317,0.00023415314751693055,0.0003908408957924021,9.55872571884691e-05,0.00013784785100164708,0.0006040877096990726,0.0005850594519500057,0.0022258710447930056,0.0020625286978465736,0.0020950770523651793,0.00198838281039675,0.0020188311632216537,0.001859944563222576,0.0018927793970346027,0.001702550490002503,0.0006373823014383466,0.00044565624839750336,0.0006843842399195384,0.00046259400476616027,0.0006602372147378003,0.0006773295140086068,0.0005725323093941758,0.00047304232439995494,0.00043913696902440663,0.00037818125611095065,0.000286417796990658,0.00024389337302789142,0.0002088334195939587
950.0,5.0,33.94112267499946,0.911809573099088,1321.2956341865765,-0.5,8.836901211414558e-08,0.00011566447741656466,0.0010136779508886494,0.00013280058862437304,0.0004729334149186516,0.0006208690342300635,0.0007926838316658648,0.0005463865498818543,0.00019692461270145537,0.00013103882795738263,0.00023604782331805758,0.00034040818970100084,0.00041181295051385264,0.00014952024500170574,0.0002082092405220117,0.00030803495365425696,0.0004736963081746328,0.00012702815783888102,0.00017526693824662022,0.0007118688672622804,0.0006899220098440475,0.002560943517156767,0.002361565523917717,0.0023648304020392253,0.00225112701591288,0.0022506087344336023,0.0020921845949503737,0.002125200943273628,0.00191911058134119,0.0007657729123418221,0.0005249283155466854,0.0008011244750248981,0.0005478983593917482,0.0007563102739061051,0.0007751754320690807,0.0006531305526474725,0.0005251701096404134,0.0004865192179849537,0.00041096042325154854,0.0003110283668685143,0.00026454526947240504,0.0002282443312173503
1000.0,5.0,34.33919757057044,0.9176482683377161,1156.1122421921004,-0.5,1.4696028989796502e-07,0.00015448986725154416,0.0012989726288978546,0.00018247358307625793,0.0006183010727517131,0.0008079788636830882,0.0010237643446432748,0.0007262731687606834,0.0002712064412707174,0.00018335805775977768,0.0003289273604806473,0.00047282453051179665,0.0005638972803349494,0.00020003224078650404,0.00027491598965510383,0.00039783226282329593,0.000569114957628841,0.0001642857898137271,0.00021872579312113132,0.0008311894074456192,0.0008057494170914512,0.002924152377843336,0.002685344445658507,0.002655828334546676,0.002529880455887929,0.002484848985453003,0.002332920825560105,0.002365374987057606,0.0021443713688864613,0.0009080295876478831,0.0006098176639987853,0.0009296083157150378,0.0006462491724953879,0.0008627798624883697,0.000883486667395857,0.0007406277836681551,0.0005808981588672952,0.0005371554667486636,0.0004449385139745807,0.0003365115693754907,0.0002858248603672734,0.0002485421208953362
1100.0,5.0,35.15629867200561,0.9283525429418676,897.4287945007471,-0.5,4.34010263644744e-07,0.00026717757271179455,0.0020090928126087287,0.0003326595532940048,0.0010146120128695828,0.0012992717628367513,0.0016470242744164203,0.0012427964384409147,0.0004922661804443351,0.0003411143580948709,0.0006026983465211848,0.0008564460288900575,0.0010009214583192956,0.0003422945623160412,0.0004580364077908267,0.0006350384185040411,0.0008074209243845895,0.0002621199038635241,0.00032983747715856817,0.001113268702883846,0.0010791951874982266,0.003748866714605394,0.0034229456231604127,0.003309024631922136,0.003141231905986186,0.002959374995343389,0.002835959340356762,0.002866817190524896,0.002620595554733349,0.0012433688991553046,0.0008027863879897866,0.001226874104638341,0.0008937169608501974,0.0011122438165659856,0.0011365799747501523,0.0009375620069258804,0.0007043686205287468,0.0006492321231432133,0.0005178452536000238,0.0003913812356122118,0.0003314362450092589,0.00029322432823031144
1200.0,5.0,36.02577804917381,0.9390568175460192,711.2135136533294,-0.5,1.2714520899170624e-06,0.00044269029383517286,0.002911387412618753,0.0005903369946398823,0.0016132437825159124,0.001984266498484643,0.0025816656717016265,0.0020820924052201155,0.0008594092029532832,0.0006086953723349012,0.0010435181327286235,0.0014547889712157101,0.001682674061070467,0.0005667610549418496,0.0007338376673335379,0.0009691700839472915,0.0011360566808309071,0.00040597566325156846,0.0004886523593428335,0.001479108388168208,0.0014318581637864781,0.004751163763775612,0.004325138310350088,0.004083193863326919,0.0038468034777189093,0.003435579478998747,0.003361243690470534,0.0033907830225192643,0.0031275193114079828,0.0016645620920792365,0.001039202062480202,0.001583434123914575,0.001228853186578506,0.0014138391390945647,0.0014414513857582104,0.0011643941101974172,0.0008452788451602896,0.0007771413187936797,0.0006008969504834858,0.00045425529673887076,0.0003836189038050272,0.00034570049388687205
1300.0,5.0,36.979062667514846,0.95170732389638,575.4399373371566,-0.5,3.4205819525674978e-06,0.0006964661283938879,0.004012360995991895,0.0010275429881178109,0.00251246488132877,0.0029187708481971447,0.0039801551354267245,0.003434788498657805,0.0014507747890889113,0.0010505095382546581,0.001717117443244454,0.002328091257665008,0.002680402411565467,0.0009204495717531712,0.0011441948798169865,0.0014285649813946136,0.0015980854594730915,0.0006175896369491141,0.0007176290320547708,0.0019719686212798368,0.001904144926840382,0.005991009386113538,0.005451298956889109,0.00499689242630594,0.004667668449794025,0.0039039118250766007,0.003892243481644415,0.0039201257629516515,0.0036534233488345574,0.0021862508936067023,0.001327700136790081,0.001992048922468803,0.0016508210574890298,0.001756709702664634,0.001785665056326742,0.0014118871968036581,0.0010002302850208242,0.0009179097860573369,0.0006955045892395351,0.0005263807517745312,0.000443506511025305,0.00040766178334794453
1400.0,5.0,37.9952012167355,0.9643578302467408,473.15125896148123,-0.5,8.350260034320117e-06,0.0010356189770449865,0.005322307958283607,0.0017362009919014187,0.0038053972500270896,0.0041581485456158,0.005970352865838367,0.005458835409516776,0.0023474697253405966,0.001731410312890155,0.002677934806259706,0.003504289682644385,0.004021610443342134,0.0014675739694005802,0.0017430104866194983,0.0020497457754533985,0.002253720214145981,0.0009246981739382221,0.0010444796911933628,0.0026588877307050836,0.0025674382081061304,0.0075127683857226886,0.006864359179269946,0.006050621691582966,0.005627299110134529,0.004355118736855684,0.004412655266224521,0.004443242331287161,0.004183116886514954,0.002820330473801536,0.0016730156363986444,0.0024316440378759144,0.0021256903452171066,0.002115436531895145,0.0021443713688864613,0.0016676311546101245,0.0011651987230250002,0.0010685626745999613,0.0008022320342878622,0.0006084151222917086,0.0005117996682024611,0.0004799544249319443
